"id","identifier","persistentUrl","protocol","authority","publisher","publicationDate","storageIdentifier","type"
6960941,"DVN/UGR5RT","https://doi.org/10.7910/DVN/UGR5RT","doi","10.7910","Harvard Dataverse","2023-03-31","s3://10.7910/DVN/UGR5RT","dataset"
6960942,"DVN/LDXGW0","https://doi.org/10.7910/DVN/LDXGW0","doi","10.7910","Harvard Dataverse","2023-03-07","s3://10.7910/DVN/LDXGW0","dataset"
6967853,"DVN/GWODZV","https://doi.org/10.7910/DVN/GWODZV","doi","10.7910","Harvard Dataverse","2023-03-07","s3://10.7910/DVN/GWODZV","dataset"
6978951,"DVN/YRWN2F","https://doi.org/10.7910/DVN/YRWN2F","doi","10.7910","Harvard Dataverse","2023-03-15","s3://10.7910/DVN/YRWN2F","dataset"
6990486,"DVN/EU4NKS","https://doi.org/10.7910/DVN/EU4NKS","doi","10.7910","Harvard Dataverse","2023-05-04","s3://10.7910/DVN/EU4NKS","dataset"
6990978,"DVN/0CZA6Q","https://doi.org/10.7910/DVN/0CZA6Q","doi","10.7910","Harvard Dataverse","2023-04-11","s3://10.7910/DVN/0CZA6Q","dataset"
7002397,"DVN/8FNQ4J","https://doi.org/10.7910/DVN/8FNQ4J","doi","10.7910","Harvard Dataverse","2023-03-31","s3://10.7910/DVN/8FNQ4J","dataset"
7020535,"DVN/I9HGT6","https://doi.org/10.7910/DVN/I9HGT6","doi","10.7910","Harvard Dataverse","2023-03-31","s3://10.7910/DVN/I9HGT6","dataset"
7049227,"DVN/0IRS7Z","https://doi.org/10.7910/DVN/0IRS7Z","doi","10.7910","Harvard Dataverse","2023-04-11","s3://10.7910/DVN/0IRS7Z","dataset"
7052228,"DVN/XADESC","https://doi.org/10.7910/DVN/XADESC","doi","10.7910","Harvard Dataverse","2023-04-06","s3://10.7910/DVN/XADESC","dataset"
7059006,"DVN/8FI4P4","https://doi.org/10.7910/DVN/8FI4P4","doi","10.7910","Harvard Dataverse","2023-04-11","s3://10.7910/DVN/8FI4P4","dataset"
7072069,"DVN/JVC1XQ","https://doi.org/10.7910/DVN/JVC1XQ","doi","10.7910","Harvard Dataverse","2023-04-19","s3://10.7910/DVN/JVC1XQ","dataset"
7073662,"DVN/N9ZPQM","https://doi.org/10.7910/DVN/N9ZPQM","doi","10.7910","Harvard Dataverse","2023-05-16","s3://10.7910/DVN/N9ZPQM","dataset"
7080926,"DVN/SEGRMP","https://doi.org/10.7910/DVN/SEGRMP","doi","10.7910","Harvard Dataverse","2023-05-23","s3://10.7910/DVN/SEGRMP","dataset"
7081848,"DVN/QUGFLI","https://doi.org/10.7910/DVN/QUGFLI","doi","10.7910","Harvard Dataverse","2023-05-05","s3://10.7910/DVN/QUGFLI","dataset"
7099020,"DVN/BCLL4I","https://doi.org/10.7910/DVN/BCLL4I","doi","10.7910","Harvard Dataverse","2023-05-09","s3://10.7910/DVN/BCLL4I","dataset"
7099060,"DVN/EHXLE4","https://doi.org/10.7910/DVN/EHXLE4","doi","10.7910","Harvard Dataverse","2023-06-02","s3://10.7910/DVN/EHXLE4","dataset"
7101282,"DVN/BVDLMH","https://doi.org/10.7910/DVN/BVDLMH","doi","10.7910","Harvard Dataverse","2023-05-16","s3://10.7910/DVN/BVDLMH","dataset"
7109758,"DVN/59KE89","https://doi.org/10.7910/DVN/59KE89","doi","10.7910","Harvard Dataverse","2023-05-20","s3://10.7910/DVN/59KE89","dataset"
7122442,"DVN/4NUQE3","https://doi.org/10.7910/DVN/4NUQE3","doi","10.7910","Harvard Dataverse","2023-06-06","s3://10.7910/DVN/4NUQE3","dataset"
7127909,"DVN/WM2VSE","https://doi.org/10.7910/DVN/WM2VSE","doi","10.7910","Harvard Dataverse","2023-06-06","s3://10.7910/DVN/WM2VSE","dataset"
7128581,"DVN/IP98QW","https://doi.org/10.7910/DVN/IP98QW","doi","10.7910","Harvard Dataverse","2023-06-07","s3://10.7910/DVN/IP98QW","dataset"
7137158,"DVN/X4MSWW","https://doi.org/10.7910/DVN/X4MSWW","doi","10.7910","Harvard Dataverse","2023-06-06","s3://10.7910/DVN/X4MSWW","dataset"
7141006,"DVN/FZB46K","https://doi.org/10.7910/DVN/FZB46K","doi","10.7910","Harvard Dataverse","2023-06-06","s3://10.7910/DVN/FZB46K","dataset"
7153042,"DVN/TOR2TR","https://doi.org/10.7910/DVN/TOR2TR","doi","10.7910","Harvard Dataverse","2023-06-15","s3://10.7910/DVN/TOR2TR","dataset"
7160802,"DVN/TU8V0C","https://doi.org/10.7910/DVN/TU8V0C","doi","10.7910","Harvard Dataverse","2023-06-23","s3://10.7910/DVN/TU8V0C","dataset"
7172370,"DVN/FEECAL","https://doi.org/10.7910/DVN/FEECAL","doi","10.7910","Harvard Dataverse","2023-07-07","s3://10.7910/DVN/FEECAL","dataset"
7174724,"DVN/YSUMQK","https://doi.org/10.7910/DVN/YSUMQK","doi","10.7910","Harvard Dataverse","2023-06-22","s3://10.7910/DVN/YSUMQK","dataset"
7178403,"DVN/KDAVKX","https://doi.org/10.7910/DVN/KDAVKX","doi","10.7910","Harvard Dataverse","2023-07-07","s3://10.7910/DVN/KDAVKX","dataset"
7216459,"DVN/RLFJCR","https://doi.org/10.7910/DVN/RLFJCR","doi","10.7910","Harvard Dataverse","2023-07-06","s3://10.7910/DVN/RLFJCR","dataset"
