id,identifier,persistentUrl,protocol,authority,publisher,publicationDate,storageIdentifier,type
2690445,DVN/S2DNT6,https://doi.org/10.7910/DVN/S2DNT6,doi,10.7910,Harvard Dataverse,2015-06-30,s3://10.7910/DVN/S2DNT6,dataset
2691308,DVN/EPEDIE,https://doi.org/10.7910/DVN/EPEDIE,doi,10.7910,Harvard Dataverse,2015-07-03,s3://10.7910/DVN/EPEDIE,dataset
2691331,DVN/MAIVMY,https://doi.org/10.7910/DVN/MAIVMY,doi,10.7910,Harvard Dataverse,2015-07-03,s3://10.7910/DVN/MAIVMY,dataset
2693659,DVN/ZE3ITV,https://doi.org/10.7910/DVN/ZE3ITV,doi,10.7910,Harvard Dataverse,2015-07-15,s3://10.7910/DVN/ZE3ITV,dataset
2694274,DVN/VNTVO6,https://doi.org/10.7910/DVN/VNTVO6,doi,10.7910,Harvard Dataverse,2015-07-17,s3://10.7910/DVN/VNTVO6,dataset
2694306,DVN/HL0OUD,https://doi.org/10.7910/DVN/HL0OUD,doi,10.7910,Harvard Dataverse,2015-07-17,s3://10.7910/DVN/HL0OUD,dataset
2695765,DVN/DAGL4S,https://doi.org/10.7910/DVN/DAGL4S,doi,10.7910,Harvard Dataverse,2015-07-27,s3://10.7910/DVN/DAGL4S,dataset
2695780,DVN/7YEK7H,https://doi.org/10.7910/DVN/7YEK7H,doi,10.7910,Harvard Dataverse,2015-07-29,s3://10.7910/DVN/7YEK7H,dataset
2696226,DVN/5TWA0G,https://doi.org/10.7910/DVN/5TWA0G,doi,10.7910,Harvard Dataverse,2015-07-28,s3://10.7910/DVN/5TWA0G,dataset
2696244,DVN/YJMGPP,https://doi.org/10.7910/DVN/YJMGPP,doi,10.7910,Harvard Dataverse,2015-07-29,s3://10.7910/DVN/YJMGPP,dataset
2696418,DVN/FXRIOS,https://doi.org/10.7910/DVN/FXRIOS,doi,10.7910,Harvard Dataverse,2015-08-05,s3://10.7910/DVN/FXRIOS,dataset
2698344,DVN/SK8AGA,https://doi.org/10.7910/DVN/SK8AGA,doi,10.7910,Harvard Dataverse,2015-08-06,s3://10.7910/DVN/SK8AGA,dataset
2698487,DVN/6LTHVZ,https://doi.org/10.7910/DVN/6LTHVZ,doi,10.7910,Harvard Dataverse,2015-08-06,s3://10.7910/DVN/6LTHVZ,dataset
2698657,DVN/XSCFX5,https://doi.org/10.7910/DVN/XSCFX5,doi,10.7910,Harvard Dataverse,2015-08-07,s3://10.7910/DVN/XSCFX5,dataset
2699010,DVN/3M9OD8,https://doi.org/10.7910/DVN/3M9OD8,doi,10.7910,Harvard Dataverse,2015-08-11,s3://10.7910/DVN/3M9OD8,dataset
2699192,DVN/DDQDMS,https://doi.org/10.7910/DVN/DDQDMS,doi,10.7910,Harvard Dataverse,2015-08-13,s3://10.7910/DVN/DDQDMS,dataset
2699326,DVN/VR12G4,https://doi.org/10.7910/DVN/VR12G4,doi,10.7910,Harvard Dataverse,2015-08-14,s3://10.7910/DVN/VR12G4,dataset
2700774,DVN/PYWNTB,https://doi.org/10.7910/DVN/PYWNTB,doi,10.7910,Harvard Dataverse,2015-08-20,s3://10.7910/DVN/PYWNTB,dataset
2701515,DVN/WBBAE3,https://doi.org/10.7910/DVN/WBBAE3,doi,10.7910,Harvard Dataverse,2015-08-24,s3://10.7910/DVN/WBBAE3,dataset
2710339,DVN/4J5FGJ,https://doi.org/10.7910/DVN/4J5FGJ,doi,10.7910,Harvard Dataverse,2015-09-18,s3://10.7910/DVN/4J5FGJ,dataset
2716739,DVN/6IO5ET,https://doi.org/10.7910/DVN/6IO5ET,doi,10.7910,Harvard Dataverse,2015-10-14,s3://10.7910/DVN/6IO5ET,dataset
2717023,DVN/ROFNV2,https://doi.org/10.7910/DVN/ROFNV2,doi,10.7910,Harvard Dataverse,2015-10-14,s3://10.7910/DVN/ROFNV2,dataset
2717646,DVN/ECIZHV,https://doi.org/10.7910/DVN/ECIZHV,doi,10.7910,Harvard Dataverse,2015-10-21,s3://10.7910/DVN/ECIZHV,dataset
2717931,DVN/OB00VG,https://doi.org/10.7910/DVN/OB00VG,doi,10.7910,Harvard Dataverse,2015-10-21,s3://10.7910/DVN/OB00VG,dataset
2718690,DVN/EP7DXB,https://doi.org/10.7910/DVN/EP7DXB,doi,10.7910,Harvard Dataverse,2015-10-26,s3://10.7910/DVN/EP7DXB,dataset
2719113,DVN/4HFPNH,https://doi.org/10.7910/DVN/4HFPNH,doi,10.7910,Harvard Dataverse,2015-10-26,s3://10.7910/DVN/4HFPNH,dataset
2722937,DVN/NKN0E8,https://doi.org/10.7910/DVN/NKN0E8,doi,10.7910,Harvard Dataverse,2015-10-30,s3://10.7910/DVN/NKN0E8,dataset
2723131,DVN/XG6QQX,https://doi.org/10.7910/DVN/XG6QQX,doi,10.7910,Harvard Dataverse,2015-11-04,s3://10.7910/DVN/XG6QQX,dataset
2723278,DVN/GLA1FB,https://doi.org/10.7910/DVN/GLA1FB,doi,10.7910,Harvard Dataverse,2015-11-04,s3://10.7910/DVN/GLA1FB,dataset
2723540,DVN/Q0XAPV,https://doi.org/10.7910/DVN/Q0XAPV,doi,10.7910,Harvard Dataverse,2015-11-07,s3://10.7910/DVN/Q0XAPV,dataset
2724591,DVN/F6LJP8,https://doi.org/10.7910/DVN/F6LJP8,doi,10.7910,Harvard Dataverse,2015-11-13,s3://10.7910/DVN/F6LJP8,dataset
2728289,DVN/96WYRS,https://doi.org/10.7910/DVN/96WYRS,doi,10.7910,Harvard Dataverse,2015-12-04,s3://10.7910/DVN/96WYRS,dataset
2730732,DVN/E2187A,https://doi.org/10.7910/DVN/E2187A,doi,10.7910,Harvard Dataverse,2015-11-24,s3://10.7910/DVN/E2187A,dataset
2732994,DVN/FDNWME,https://doi.org/10.7910/DVN/FDNWME,doi,10.7910,Harvard Dataverse,2015-12-04,s3://10.7910/DVN/FDNWME,dataset
2733932,DVN/WFVMKD,https://doi.org/10.7910/DVN/WFVMKD,doi,10.7910,Harvard Dataverse,2015-12-17,s3://10.7910/DVN/WFVMKD,dataset
2735342,DVN/V2HIVR,https://doi.org/10.7910/DVN/V2HIVR,doi,10.7910,Harvard Dataverse,2015-12-09,s3://10.7910/DVN/V2HIVR,dataset
2735373,DVN/9RTI0V,https://doi.org/10.7910/DVN/9RTI0V,doi,10.7910,Harvard Dataverse,2015-12-09,s3://10.7910/DVN/9RTI0V,dataset
2741162,DVN/HQKQCQ,https://doi.org/10.7910/DVN/HQKQCQ,doi,10.7910,Harvard Dataverse,2015-12-14,s3://10.7910/DVN/HQKQCQ,dataset
2741391,DVN/EWW2GX,https://doi.org/10.7910/DVN/EWW2GX,doi,10.7910,Harvard Dataverse,2015-12-14,s3://10.7910/DVN/EWW2GX,dataset
2743468,DVN/CVBXQX,https://doi.org/10.7910/DVN/CVBXQX,doi,10.7910,Harvard Dataverse,2015-12-17,s3://10.7910/DVN/CVBXQX,dataset
2764957,DVN/ER3D0H,https://doi.org/10.7910/DVN/ER3D0H,doi,10.7910,Harvard Dataverse,2015-12-29,s3://10.7910/DVN/ER3D0H,dataset
2769530,DVN/MSTR3F,https://doi.org/10.7910/DVN/MSTR3F,doi,10.7910,Harvard Dataverse,2016-01-05,s3://10.7910/DVN/MSTR3F,dataset
2769908,DVN/8XPBSA,https://doi.org/10.7910/DVN/8XPBSA,doi,10.7910,Harvard Dataverse,2016-01-05,s3://10.7910/DVN/8XPBSA,dataset
2775694,DVN/QQENMZ,https://doi.org/10.7910/DVN/QQENMZ,doi,10.7910,Harvard Dataverse,2016-01-15,s3://10.7910/DVN/QQENMZ,dataset
2775839,DVN/PTIERC,https://doi.org/10.7910/DVN/PTIERC,doi,10.7910,Harvard Dataverse,2016-01-16,s3://10.7910/DVN/PTIERC,dataset
2775983,DVN/SYSOPW,https://doi.org/10.7910/DVN/SYSOPW,doi,10.7910,Harvard Dataverse,2016-01-19,s3://10.7910/DVN/SYSOPW,dataset
2777968,DVN/SUPM3R,https://doi.org/10.7910/DVN/SUPM3R,doi,10.7910,Harvard Dataverse,2016-01-28,s3://10.7910/DVN/SUPM3R,dataset
2781574,DVN/88FIAR,https://doi.org/10.7910/DVN/88FIAR,doi,10.7910,Harvard Dataverse,2016-01-28,s3://10.7910/DVN/88FIAR,dataset
2781784,DVN/2JVEEE,https://doi.org/10.7910/DVN/2JVEEE,doi,10.7910,Harvard Dataverse,2016-02-02,s3://10.7910/DVN/2JVEEE,dataset
2782267,DVN/HKURUI,https://doi.org/10.7910/DVN/HKURUI,doi,10.7910,Harvard Dataverse,2016-02-08,s3://10.7910/DVN/HKURUI,dataset
2782844,DVN/FEP8O2,https://doi.org/10.7910/DVN/FEP8O2,doi,10.7910,Harvard Dataverse,2016-02-09,s3://10.7910/DVN/FEP8O2,dataset
2784920,DVN/WSJX0X,https://doi.org/10.7910/DVN/WSJX0X,doi,10.7910,Harvard Dataverse,2016-02-21,s3://10.7910/DVN/WSJX0X,dataset
2785176,DVN/SR0NMB,https://doi.org/10.7910/DVN/SR0NMB,doi,10.7910,Harvard Dataverse,2016-02-21,s3://10.7910/DVN/SR0NMB,dataset
2785608,DVN/DUB0MU,https://doi.org/10.7910/DVN/DUB0MU,doi,10.7910,Harvard Dataverse,2016-02-23,s3://10.7910/DVN/DUB0MU,dataset
2788126,DVN/CAEEG7,https://doi.org/10.7910/DVN/CAEEG7,doi,10.7910,Harvard Dataverse,2016-03-04,s3://10.7910/DVN/CAEEG7,dataset
2790541,DVN/HC5AA7,https://doi.org/10.7910/DVN/HC5AA7,doi,10.7910,Harvard Dataverse,2016-03-04,s3://10.7910/DVN/HC5AA7,dataset
2790681,DVN/NIGQBX,https://doi.org/10.7910/DVN/NIGQBX,doi,10.7910,Harvard Dataverse,2016-03-14,s3://10.7910/DVN/NIGQBX,dataset
2792653,DVN/CMUYCM,https://doi.org/10.7910/DVN/CMUYCM,doi,10.7910,Harvard Dataverse,2016-03-12,s3://10.7910/DVN/CMUYCM,dataset
2792716,DVN/WBWWUO,https://doi.org/10.7910/DVN/WBWWUO,doi,10.7910,Harvard Dataverse,2016-03-12,s3://10.7910/DVN/WBWWUO,dataset
2792747,DVN/EB0BGA,https://doi.org/10.7910/DVN/EB0BGA,doi,10.7910,Harvard Dataverse,2016-03-16,s3://10.7910/DVN/EB0BGA,dataset
2793042,DVN/6N2PN4,https://doi.org/10.7910/DVN/6N2PN4,doi,10.7910,Harvard Dataverse,2016-03-16,s3://10.7910/DVN/6N2PN4,dataset
2793187,DVN/VVCGN3,https://doi.org/10.7910/DVN/VVCGN3,doi,10.7910,Harvard Dataverse,2016-03-18,s3://10.7910/DVN/VVCGN3,dataset
2797817,DVN/AKMM0S,https://doi.org/10.7910/DVN/AKMM0S,doi,10.7910,Harvard Dataverse,2016-04-03,s3://10.7910/DVN/AKMM0S,dataset
2799634,DVN/XBBOHV,https://doi.org/10.7910/DVN/XBBOHV,doi,10.7910,Harvard Dataverse,2016-04-08,s3://10.7910/DVN/XBBOHV,dataset
2799744,DVN/NGRGS5,https://doi.org/10.7910/DVN/NGRGS5,doi,10.7910,Harvard Dataverse,2016-04-05,s3://10.7910/DVN/NGRGS5,dataset
2799861,DVN/CSHNIS,https://doi.org/10.7910/DVN/CSHNIS,doi,10.7910,Harvard Dataverse,2016-04-12,s3://10.7910/DVN/CSHNIS,dataset
2802321,DVN/JOXCZY,https://doi.org/10.7910/DVN/JOXCZY,doi,10.7910,Harvard Dataverse,2016-04-15,s3://10.7910/DVN/JOXCZY,dataset
2802721,DVN/UAWGPU,https://doi.org/10.7910/DVN/UAWGPU,doi,10.7910,Harvard Dataverse,2016-04-19,s3://10.7910/DVN/UAWGPU,dataset
2802901,DVN/SJJ158,https://doi.org/10.7910/DVN/SJJ158,doi,10.7910,Harvard Dataverse,2016-04-19,s3://10.7910/DVN/SJJ158,dataset
2803055,DVN/EHVYNN,https://doi.org/10.7910/DVN/EHVYNN,doi,10.7910,Harvard Dataverse,2017-04-14,s3://10.7910/DVN/EHVYNN,dataset
2803077,DVN/EDGRDC,https://doi.org/10.7910/DVN/EDGRDC,doi,10.7910,Harvard Dataverse,2016-05-02,s3://10.7910/DVN/EDGRDC,dataset
2804426,DVN/L17KS1,https://doi.org/10.7910/DVN/L17KS1,doi,10.7910,Harvard Dataverse,2016-06-24,s3://10.7910/DVN/L17KS1,dataset
2804432,DVN/FL08PZ,https://doi.org/10.7910/DVN/FL08PZ,doi,10.7910,Harvard Dataverse,2016-04-25,s3://10.7910/DVN/FL08PZ,dataset
2805631,DVN/BYFTMD,https://doi.org/10.7910/DVN/BYFTMD,doi,10.7910,Harvard Dataverse,2016-04-29,s3://10.7910/DVN/BYFTMD,dataset
2805659,DVN/L8YLCJ,https://doi.org/10.7910/DVN/L8YLCJ,doi,10.7910,Harvard Dataverse,2016-04-29,s3://10.7910/DVN/L8YLCJ,dataset
2809120,DVN/HQ1N6A,https://doi.org/10.7910/DVN/HQ1N6A,doi,10.7910,Harvard Dataverse,2016-05-03,s3://10.7910/DVN/HQ1N6A,dataset
2825277,DVN/D5WS0Y,https://doi.org/10.7910/DVN/D5WS0Y,doi,10.7910,Harvard Dataverse,2016-06-02,s3://10.7910/DVN/D5WS0Y,dataset
2827431,DVN/GMWOY6,https://doi.org/10.7910/DVN/GMWOY6,doi,10.7910,Harvard Dataverse,2016-05-12,s3://10.7910/DVN/GMWOY6,dataset
2828696,DVN/Q92PMT,https://doi.org/10.7910/DVN/Q92PMT,doi,10.7910,Harvard Dataverse,2016-05-16,s3://10.7910/DVN/Q92PMT,dataset
2832592,DVN/K8SC39,https://doi.org/10.7910/DVN/K8SC39,doi,10.7910,Harvard Dataverse,2016-05-23,s3://10.7910/DVN/K8SC39,dataset
2835996,DVN/CFT901,https://doi.org/10.7910/DVN/CFT901,doi,10.7910,Harvard Dataverse,2016-05-27,s3://10.7910/DVN/CFT901,dataset
2836522,DVN/GJLYGI,https://doi.org/10.7910/DVN/GJLYGI,doi,10.7910,Harvard Dataverse,2016-05-30,s3://10.7910/DVN/GJLYGI,dataset
2839080,DVN/NFMXO1,https://doi.org/10.7910/DVN/NFMXO1,doi,10.7910,Harvard Dataverse,2016-06-02,s3://10.7910/DVN/NFMXO1,dataset
2839946,DVN/YNOR7Q,https://doi.org/10.7910/DVN/YNOR7Q,doi,10.7910,Harvard Dataverse,2016-06-13,s3://10.7910/DVN/YNOR7Q,dataset
2839956,DVN/2YQX37,https://doi.org/10.7910/DVN/2YQX37,doi,10.7910,Harvard Dataverse,2016-06-13,s3://10.7910/DVN/2YQX37,dataset
2840898,DVN/KKS1R0,https://doi.org/10.7910/DVN/KKS1R0,doi,10.7910,Harvard Dataverse,2016-06-15,s3://10.7910/DVN/KKS1R0,dataset
2841223,DVN/XSLKBP,https://doi.org/10.7910/DVN/XSLKBP,doi,10.7910,Harvard Dataverse,2016-06-14,s3://10.7910/DVN/XSLKBP,dataset
2841236,DVN/TYIVYZ,https://doi.org/10.7910/DVN/TYIVYZ,doi,10.7910,Harvard Dataverse,2016-06-14,s3://10.7910/DVN/TYIVYZ,dataset
2842402,DVN/RCINPF,https://doi.org/10.7910/DVN/RCINPF,doi,10.7910,Harvard Dataverse,2016-06-21,s3://10.7910/DVN/RCINPF,dataset
2842817,DVN/IVPUQT,https://doi.org/10.7910/DVN/IVPUQT,doi,10.7910,Harvard Dataverse,2016-06-22,s3://10.7910/DVN/IVPUQT,dataset
2843181,DVN/RTJ38N,https://doi.org/10.7910/DVN/RTJ38N,doi,10.7910,Harvard Dataverse,2016-06-27,s3://10.7910/DVN/RTJ38N,dataset
2847421,DVN/QDPQUD,https://doi.org/10.7910/DVN/QDPQUD,doi,10.7910,Harvard Dataverse,2016-06-30,s3://10.7910/DVN/QDPQUD,dataset
2848966,DVN/9U6QXP,https://doi.org/10.7910/DVN/9U6QXP,doi,10.7910,Harvard Dataverse,2016-07-08,s3://10.7910/DVN/9U6QXP,dataset
2849802,DVN/UDVEXN,https://doi.org/10.7910/DVN/UDVEXN,doi,10.7910,Harvard Dataverse,2016-07-12,s3://10.7910/DVN/UDVEXN,dataset
2851611,DVN/9SAX3K,https://doi.org/10.7910/DVN/9SAX3K,doi,10.7910,Harvard Dataverse,2016-07-22,s3://10.7910/DVN/9SAX3K,dataset
2853030,DVN/0E9KON,https://doi.org/10.7910/DVN/0E9KON,doi,10.7910,Harvard Dataverse,2016-07-21,s3://10.7910/DVN/0E9KON,dataset
2856762,DVN/FDLG0X,https://doi.org/10.7910/DVN/FDLG0X,doi,10.7910,Harvard Dataverse,2016-07-25,s3://10.7910/DVN/FDLG0X,dataset
2857844,DVN/A2EIZC,https://doi.org/10.7910/DVN/A2EIZC,doi,10.7910,Harvard Dataverse,2016-07-26,s3://10.7910/DVN/A2EIZC,dataset
2862574,DVN/UFNXMK,https://doi.org/10.7910/DVN/UFNXMK,doi,10.7910,Harvard Dataverse,2016-08-04,s3://10.7910/DVN/UFNXMK,dataset
2862747,DVN/8PVW9D,https://doi.org/10.7910/DVN/8PVW9D,doi,10.7910,Harvard Dataverse,2016-08-08,s3://dvn-cloud:10.7910/DVN/8PVW9D,dataset
2863137,DVN/GOLMTC,https://doi.org/10.7910/DVN/GOLMTC,doi,10.7910,Harvard Dataverse,2016-08-08,s3://10.7910/DVN/GOLMTC,dataset
2863491,DVN/XNXZGB,https://doi.org/10.7910/DVN/XNXZGB,doi,10.7910,Harvard Dataverse,2016-08-12,s3://dvn-cloud:10.7910/DVN/XNXZGB,dataset
2865785,DVN/ONDIIU,https://doi.org/10.7910/DVN/ONDIIU,doi,10.7910,Harvard Dataverse,2016-08-23,s3://dvn-cloud:10.7910/DVN/ONDIIU,dataset
2867233,DVN/VS3CG6,https://doi.org/10.7910/DVN/VS3CG6,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/VS3CG6,dataset
2885783,DVN/WZE08F,https://doi.org/10.7910/DVN/WZE08F,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/WZE08F,dataset
2886111,DVN/RMHOHL,https://doi.org/10.7910/DVN/RMHOHL,doi,10.7910,Harvard Dataverse,2016-09-15,s3://dvn-cloud:10.7910/DVN/RMHOHL,dataset
2886586,DVN/7QLCV1,https://doi.org/10.7910/DVN/7QLCV1,doi,10.7910,Harvard Dataverse,2017-04-14,s3://10.7910/DVN/7QLCV1,dataset
2887070,DVN/1O8LCD,https://doi.org/10.7910/DVN/1O8LCD,doi,10.7910,Harvard Dataverse,2016-09-27,s3://dvn-cloud:10.7910/DVN/1O8LCD,dataset
2887249,DVN/1U5WZT,https://doi.org/10.7910/DVN/1U5WZT,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/1U5WZT,dataset
2887350,DVN/UCRHWN,https://doi.org/10.7910/DVN/UCRHWN,doi,10.7910,Harvard Dataverse,2016-09-29,s3://dvn-cloud:10.7910/DVN/UCRHWN,dataset
2887466,DVN/WM6JE5,https://doi.org/10.7910/DVN/WM6JE5,doi,10.7910,Harvard Dataverse,2016-09-27,s3://dvn-cloud:10.7910/DVN/WM6JE5,dataset
2887737,DVN/3RA7YG,https://doi.org/10.7910/DVN/3RA7YG,doi,10.7910,Harvard Dataverse,2016-09-29,s3://dvn-cloud:10.7910/DVN/3RA7YG,dataset
2887856,DVN/99NXTT,https://doi.org/10.7910/DVN/99NXTT,doi,10.7910,Harvard Dataverse,2016-10-03,s3://dvn-cloud:10.7910/DVN/99NXTT,dataset
2889672,DVN/8LDZFF,https://doi.org/10.7910/DVN/8LDZFF,doi,10.7910,Harvard Dataverse,2016-10-04,s3://dvn-cloud:10.7910/DVN/8LDZFF,dataset
2889721,DVN/M9VJAV,https://doi.org/10.7910/DVN/M9VJAV,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/M9VJAV,dataset
2891940,DVN/JIIICD,https://doi.org/10.7910/DVN/JIIICD,doi,10.7910,Harvard Dataverse,2016-10-07,s3://dvn-cloud:10.7910/DVN/JIIICD,dataset
2902739,DVN/WT2XZQ,https://doi.org/10.7910/DVN/WT2XZQ,doi,10.7910,Harvard Dataverse,2016-10-14,s3://dvn-cloud:10.7910/DVN/WT2XZQ,dataset
2902921,DVN/TPW36W,https://doi.org/10.7910/DVN/TPW36W,doi,10.7910,Harvard Dataverse,2016-10-14,s3://10.7910/DVN/TPW36W,dataset
2903551,DVN/ZSTE1X,https://doi.org/10.7910/DVN/ZSTE1X,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/ZSTE1X,dataset
2904018,DVN/CWQYIB,https://doi.org/10.7910/DVN/CWQYIB,doi,10.7910,Harvard Dataverse,2016-10-25,s3://dvn-cloud:10.7910/DVN/CWQYIB,dataset
2905838,DVN/ABX2WA,https://doi.org/10.7910/DVN/ABX2WA,doi,10.7910,Harvard Dataverse,2016-10-25,s3://dvn-cloud:10.7910/DVN/ABX2WA,dataset
2910851,DVN/VOF11U,https://doi.org/10.7910/DVN/VOF11U,doi,10.7910,Harvard Dataverse,2016-10-31,s3://dvn-cloud:10.7910/DVN/VOF11U,dataset
2911035,DVN/FIKXKD,https://doi.org/10.7910/DVN/FIKXKD,doi,10.7910,Harvard Dataverse,2016-11-01,s3://dvn-cloud:10.7910/DVN/FIKXKD,dataset
2911423,DVN/ZAD5UE,https://doi.org/10.7910/DVN/ZAD5UE,doi,10.7910,Harvard Dataverse,2017-04-14,s3://dvn-cloud:10.7910/DVN/ZAD5UE,dataset
2917272,DVN/MVN4DP,https://doi.org/10.7910/DVN/MVN4DP,doi,10.7910,Harvard Dataverse,2016-11-14,s3://dvn-cloud:10.7910/DVN/MVN4DP,dataset
