name,language,n_mentions
nk_rebates_mpc_monthly_ss,python,2
medianize,stata,2
augsynth,r,2
Diff_in_Diff_FE,python,2
MetaStudies,r,2
hotshot,python,2
_crypt,python,2
_bootsubprocess,python,2
_sha256,python,2
vms_lib,python,2
sitecustomize,python,2
win32evtlog,python,2
win32evtlogutil,python,2
bsddb,python,2
hybrid_nls,stata,2
KnitroR,r,2
yogurts,r,2
auction.Rcpp,r,2
nptrend,stata,2
price_index,python,2
write_data,python,2
support_functions,python,2
moment_eval,python,2
g_wrapper,python,2
mask_rows,stata,2
nrows_submatrix,stata,2
XeeX_part,stata,2
Var_Cov,stata,2
OHRTDX_recoded,stata,2
CANCERDX_recoded,stata,2
noeng,stata,2
d_coverage,stata,2
FAMSZEYR,stata,2
Medicare,stata,2
zval,stata,2
cp,stata,2
lee_bounds_x,stata,2
ExpMech,python,2
telasso,stata,2
v246,stata,2
v201,stata,2
V20082,stata,2
v224,stata,2
queryrunner_client,python,2
hexSQL,python,2
s224var_b,stata,2
s405var_b,stata,2
quantprod_millet_goro,stata,2
quantprod_greengrams_goro,stata,2
quantprod_sweetpotato_goro,stata,2
s14_immature_price_Chicken,stata,2
livestock_prod_qty_BeefCatt,stata,2
livestock_prod_qty_SheepGoat,stata,2
livestock_prod_qty_PoultryMe,stata,2
livestock_prod_qty_Blood,stata,2
livestock_prod_qty_Honey,stata,2
livestock_prod_price_HidesAnd,stata,2
value_unit_immat_Goats,stata,2
First,stata,2
norepeat1,stata,2
norescale,stata,2
all,stata,2
noCommongraph,stata,2
OptStab_IncomeProcess,python,2
GSSUwtest,stata,2
intscoretest,stata,2
LandUseR,rmarkdown,2
LandUseR,r,2
intermediates,notebook,2
h_l,stata,2
wh_l,stata,2
fw,stata,2
gamma_p1_l,stata,2
gamma_p1_r,stata,2
Z_l,stata,2
mu1_i_hat_l,stata,2
mu1_i_hat_r,stata,2
J_star_l,stata,2
J_star_r,stata,2
permno,stata,2
exchg,stata,2
dv_tot_comp_tbd,stata,2
num_last_name_match,stata,2
othann,stata,2
defer_rpt_as_comp_tot,stata,2
share_ppegt,stata,2
capiq_professional_full_name,stata,2
aggregate_periods,stata,2
agam,stata,2
amal,stata,2
annur,stata,2
anwar,stata,2
athfal,stata,2
asadiyah,stata,2
assalam,stata,2
attaqwa,stata,2
azhar,stata,2
babussalam,stata,2
bahrul,stata,2
baitul,stata,2
barkah,stata,2
barokah,stata,2
bustanul,stata,2
cokroaminoto,stata,2
daar,stata,2
darul,stata,2
darun,stata,2
darunnajah,stata,2
darussalam,stata,2
darut,stata,2
datar,stata,2
ddi,stata,2
falah,stata,2
fatah,stata,2
fathul,stata,2
furqon,stata,2
guppi,stata,2
hasan,stata,2
hasyim,stata,2
hayatul,stata,2
hidaya,stata,2
hikmah,stata,2
huda,stata,2
ibnu,stata,2
ikhlas,stata,2
ihsan,stata,2
iman,stata,2
insan,stata,2
irsyad,stata,2
ishlah,stata,2
islam,stata,2
islamiyah,stata,2
istiqomah,stata,2
ittihad,stata,2
jabal,stata,2
jannah,stata,2
jihad,stata,2
khairat,stata,2
khairiyah,stata,2
kidul,stata,2
maarif,stata,2
mambaul,stata,2
maraqittalimat,stata,2
mathlaul,stata,2
miftahul,stata,2
mubtadiin,stata,2
mujahidin,stata,2
muhammadiya,stata,2
muttaqin,stata,2
nahdlatul,stata,2
najah,stata,2
nur,stata,2
nurul,stata,2
nw,stata,2
persis,stata,2
pui,stata,2
quran,stata,2
raden,stata,2
rahman,stata,2
riyad,stata,2
raudlatul,stata,2
sabilul,stata,2
salafi,stata,2
salam,stata,2
shibyan,stata,2
sholihin,stata,2
sirojul,stata,2
sultan,stata,2
sunan,stata,2
sunnah,stata,2
syafiiyah,stata,2
tanah,stata,2
tanwirul,stata,2
taqwa,stata,2
tarbiya,stata,2
terpadu,stata,2
tholibin,stata,2
ulum,stata,2
ulama,stata,2
unggulan,stata,2
ummah,stata,2
wahid,stata,2
walisongo,stata,2
washliyah,stata,2
wathan,stata,2
yaqin,stata,2
zainul,stata,2
hank_replication,python,2
np_hpot,stata,2
TClndens_emp_b1950,stata,2
TClndens1_manuf_b1950,stata,2
TClndens1_agr_b1950,stata,2
TClndens1_constr_b1950,stata,2
TClndens1_trade_b1950,stata,2
TClndens1_other_b1950,stata,2
cTClndens_emp_b1950,stata,2
cTClndens1_agr_b1950,stata,2
TClndens_emp_a1950,stata,2
TClndens1_manuf_a1950,stata,2
TClndens1_agr_a1950,stata,2
TClndens1_constr_a1950,stata,2
TClndens1_trade_a1950,stata,2
TClndens1_other_a1950,stata,2
cTClndens_emp_a1950,stata,2
cTClndens1_agr_a1950,stata,2
TC_a1950,stata,2
year_mt_summer1,stata,2
year_railtrack,stata,2
year_lonc1,stata,2
year_mp_winter1,stata,2
npff_county_year2,stata,2
mp_winter1,stata,2
mt_winter1,stata,2
npff_county_year1,stata,2
lnpop,stata,2
pct_black,stata,2
sponsor_party,stata,2
leader,stata,2
sample1,stata,2
major,stata,2
name_clean,stata,2
femaleXMV1_female,stata,2
charisma_winner,stata,2
sponsor_name,stata,2
agestart,stata,2
numb_cosponsors_tenure_59,stata,2
pctbills_cosponsored_opp,stata,2
cosponsor_female,stata,2
cosp_comc,stata,2
cosp_lnpop,stata,2
sponsor_female,stata,2
AGE,stata,2
EMPST,stata,2
K6SUM,stata,2
TOT_SELF_EXP,stata,2
RX_AD_name,stata,2
ANY_COND_E,stata,2
PUBINS,stata,2
REFILLS,stata,2
id,stata,2
df,stata,2
nobaselevels,stata,2
mlabels,stata,2
price_X_avg_wealth_2,stata,2
price_X_avg_wealth_3,stata,2
price_X_avg_wealth_4,stata,2
price_X_avg_wealth_5,stata,2
dt_BKW_EWB,stata,2
dt_ET,stata,2
r2,stata,2
r3,stata,2
r4,stata,2
r5,stata,2
r6,stata,2
ssc2,stata,2
qn6,stata,2
treatment_effect_estimation_methods,python,2
analysis_methods,python,2
priorfit,stata,2
bayesrct,stata,2
InningFutureChangeInWinProb,stata,2
INTERACT_CONTINUOUS,stata,2
SELECTION_FUNCTION,stata,2
Pitch_break_angle,stata,2
Pitch_spin_dir,stata,2
Pitch_vx0,stata,2
Pitch_x0,stata,2
Pitch_Ump_Decision,stata,2
ModeledSwingProbability,stata,2
pscore,stata,2
dm79,stata,2
rdperm,stata,2
is_frank_cr_nz_coy,stata,2
dist11011,stata,2
dist13072,stata,2
dist14035,stata,2
dist15028,stata,2
dist21111,stata,2
dist21178,stata,2
dist30138,stata,2
fapara,stata,2
model_solution,python,2
firm_problems,python,2
data_management,python,2
boot_sample,stata,2
cupid_optim_utils,python,2
ipfp_solvers,python,2
esplot,stata,2
depmean,stata,2
n_obs,stata,2
district_status,stata,2
omitted,stata,2
tore_cd,stata,2
ccps,python,2
merge_utils,python,2
knitroNumPy,python,2
Output_Results,python,2
AggFiscalModel,python,2
cvt_between,stata,2
cpst,stata,2
dvt_binpg2,stata,2
cvt_new_pm,stata,2
ct_biny2,stata,2
dvt_binpg3,stata,2
cvt_between_mix,stata,2
cvt_biny2,stata,2
vdemdata,r,2
gr0002_3,stata,2
Column,stata,2
pathinit,stata,2
espmfeb,stata,2
ndimfeb,stata,2
dommfeb,stata,2
commfeb,stata,2
espwfeb,stata,2
ndiwfeb,stata,2
domwfeb,stata,2
comwfeb,stata,2
remprop,stata,2
remdirect,stata,2
remtesp,stata,2
remadmin,stata,2
remcoms,stata,2
remnocald,stata,2
remserv,stata,2
remespsub,stata,2
remadmsub,stata,2
remcomsub,stata,2
remsersub,stata,2
domval,stata,2
rdomval,stata,2
remhprdi,stata,2
remhadse,stata,2
remoadsesub,stata,2
bartik.weight,r,2
over45,stata,2
frail_srhs12,stata,2
frail_srhs345,stata,2
frail_pert0to85,stata,2
frail_pert85to100,stata,2
not,stata,2
est_std,python,2
est_var,python,2
cf_stats,python,2
N_l,stata,2
N_r,stata,2
p1,stata,2
X_lq2,stata,2
X_lq1,stata,2
X_lq,stata,2
X_lp,stata,2
w_pilot_l,stata,2
w_pilot_r,stata,2
Gamma_pilot_lq1,stata,2
Gamma_pilot_lq,stata,2
Gamma_pilot_lp,stata,2
invGamma_pilot_lq1,stata,2
invGamma_pilot_lq,stata,2
invGamma_pilot_lp,stata,2
sigma_l_pilot,stata,2
sigma_r_pilot,stata,2
Psi_pilot_lq1,stata,2
Psi_pilot_rq1,stata,2
Psi_pilot_lq,stata,2
Psi_pilot_lp,stata,2
V_m3_pilot_CCT,stata,2
V_m2_pilot_CCT,stata,2
V_m0_pilot_CCT,stata,2
m4_l_pilot_CCT,stata,2
m4_r_pilot_CCT,stata,2
D_q_CCT,stata,2
q_CCT,stata,2
N_b_CCT,stata,2
m3_l_CCT,stata,2
m3_r_CCT,stata,2
D_b_CCT,stata,2
invGamma_q_lq1_CCT,stata,2
invGamma_q_rq1_CCT,stata,2
Psi_q_lq1_CCT,stata,2
Psi_q_rq1_CCT,stata,2
V_m3_q_CCT,stata,2
R_b_CCT,stata,2
N_h_CCT,stata,2
m2_l_CCT,stata,2
m2_r_CCT,stata,2
D_h_CCT,stata,2
invGamma_b_lq_CCT,stata,2
invGamma_b_rq_CCT,stata,2
Psi_b_lq_CCT,stata,2
Psi_b_rq_CCT,stata,2
V_m2_b_CCT,stata,2
R_h_CCT,stata,2
h_CCT,stata,2
h_pilot_IK,stata,2
n_l_h1,stata,2
n_r_h1,stata,2
s2_l_pilot,stata,2
s2_r_pilot,stata,2
V_IK_pilot,stata,2
Vm0_pilot_IK,stata,2
Vm2_pilot_IK,stata,2
Vm3_pilot_IK,stata,2
x_IK_med_l,stata,2
x_IK_med_r,stata,2
x_IK_med,stata,2
y_IK_med,stata,2
sample_IK,stata,2
N_q_r_pilot_IK,stata,2
N_q_l_pilot_IK,stata,2
m4_pilot_IK,stata,2
D_q_pilot_IK,stata,2
h3_r_pilot_IK,stata,2
h3_l_pilot_IK,stata,2
m3_l_IK,stata,2
m3_r_IK,stata,2
D_b_IK,stata,2
N_b_IK,stata,2
n_l_h3,stata,2
r_l_b,stata,2
r_r_b,stata,2
R_b_IK,stata,2
N_b_r_pilot_IK,stata,2
N_b_l_pilot_IK,stata,2
m3_pilot_IK,stata,2
D_b_pilot_IK,stata,2
h2_l_pilot_IK,stata,2
h2_r_pilot_IK,stata,2
m2_l_IK,stata,2
m2_r_IK,stata,2
D_h_IK,stata,2
N_h_IK,stata,2
n_l_h2,stata,2
r_l_h,stata,2
r_r_h,stata,2
R_h_IK,stata,2
h_IK,stata,2
D_h_DM,stata,2
D_b_DM,stata,2
h_DM,stata,2
b_DM,stata,2
v_CV_l,stata,2
x_sort_l,stata,2
v_CV_r,stata,2
x_sort_r,stata,2
h_CV_max,stata,2
h_CV_jump,stata,2
h_CV_seq,stata,2
s_CV,stata,2
CV_l,stata,2
n_CV_l,stata,2
n_CV_r,stata,2
x_CV_sort_l,stata,2
y_CV_sort_l,stata,2
w_CV_sort_l,stata,2
x_CV_l,stata,2
y_CV_l,stata,2
w_CV_l,stata,2
XX_CV_l,stata,2
y_CV_hat_l,stata,2
mse_CV_l,stata,2
x_CV_sort_r,stata,2
y_CV_sort_r,stata,2
w_CV_sort_r,stata,2
x_CV_r,stata,2
y_CV_r,stata,2
w_CV_r,stata,2
XX_CV_r,stata,2
y_CV_hat_r,stata,2
mse_CV_r,stata,2
CV_sum,stata,2
CV_sum_order,stata,2
b_CV,stata,2
standardisation,python,2
gtk,python,2
issorted,stata,2
xtdcce2_csa,stata,2
age_under,stata,2
WATER_SEWER_EXPENSE2017,stata,2
threadr,r,2
https://cran.r-project.org/src/contrib/Archive/modelsummary/modelsummary_1.4.5.tar.gz,r,2
BWp,stata,2
x_sd,stata,2
masspoints_found,stata,2
b_bw_l,stata,2
b_bw_r,stata,2
h_bw_l,stata,2
h_bw_r,stata,2
duplicatesRTB,stata,2
inRTB2012,stata,2
sequence,stata,2
rblm,rmarkdown,2
cdk,stata,2
addXvector2,stata,2
addXvector3,stata,2
genControls,stata,2
genl,stata,1
rethinking,r,1
percent_teens,stata,1
per_capita_inc,stata,1
statistics,stata,1
alm_val,stata,1
ern_val,stata,1
i_hloren,stata,1
mig_dscp,stata,1
pxdisear,stata,1
se_val,stata,1
a_werntf,stata,1
div_val,stata,1
oi_val,stata,1
rtm_val,stata,1
prwernal,stata,1
treat_infoBCXwifepref,stata,1
treat_infoDXhuspref,stata,1
abserror2A8cov,stata,1
cs_relation_head,stata,1
cs_whynot_sleep_other,stata,1
cs_trip_when,stata,1
cs_disability_other,stata,1
cs_sleep,stata,1
cs_caste_other,stata,1
nm_cs_adult,stata,1
cs_spouse,stata,1
cs_when_return,stata,1
cs_trip_days,stata,1
cs_head_male,stata,1
cs_village_str,stata,1
cs_subcaste_other,stata,1
cs_gender,stata,1
cs_whynot_sleep,stata,1
rdhte,stata,1
educ,stata,1
teens,stata,1
satfam,stata,1
sex,stata,1
conclerg,stata,1
consci,stata,1
_parsewt,stata,1
get_data,python,1
models_run,python,1
models_estimate,python,1
c032,stata,1
c085,stata,1
c061,stata,1
c072,stata,1
c076,stata,1
c020,stata,1
c048,stata,1
s042,stata,1
s045,stata,1
vs042,stata,1
vc043,stata,1
vc088,stata,1
vs020,stata,1
vs027,stata,1
wages_ibge,stata,1
wagebill,stata,1
v118,stata,1
vc131,stata,1
vc066,stata,1
vc089,stata,1
std_orders_joint,stata,1
std_cases_joint,stata,1
std_c_bound_lin,stata,1
std_c_ccfe,stata,1
std_c_sp_1,stata,1
std_c_epc,stata,1
std_c_strict_LOM,stata,1
std_c_strict_avg,stata,1
std_g_strict_avg,stata,1
std_index_lad_c_avg,stata,1
std_c_d1,stata,1
std_c_d2,stata,1
std_c_d3,stata,1
std_c_d4,stata,1
std_c_d5,stata,1
std_c_d6,stata,1
std_c_d7,stata,1
std_c_d8,stata,1
std_c_d9,stata,1
std_c_d10,stata,1
std_c_lin,stata,1
std_c_quad,stata,1
std_c_10pc,stata,1
std_c_one,stata,1
std_c_two,stata,1
std_c_don,stata,1
std_c_cal,stata,1
std_c_cal_bound,stata,1
std_c_cal_quad,stata,1
std_c_cal_cub,stata,1
_parse,stata,1
est_expand,stata,1
problem,stata,1
aitcbiggest,stata,1
label1,stata,1
totvalid,stata,1
label2,stata,1
rabi_AITC97meandaysworked14,stata,1
rabi_AITC99meandaysworked14,stata,1
fullyear_AITC97meandaysworked14,stata,1
fullyear_AITC99meandaysworked14,stata,1
rabi_TOTsumdaysworked14,stata,1
fullyear_TOTsumdaysworked14,stata,1
did,stata,1
make_wkd_hr_n2n_stats,python,1
make_P,python,1
make_numpy_data_struct,python,1
make_n2a_mappings,python,1
data_plots_and_tables,python,1
demand_estimation,python,1
eta_regression,python,1
driver_inversion_gamma_search,python,1
driver_vot_regression,python,1
estimate_profit_weights,python,1
run_simulations,python,1
analyze_model_fit,python,1
analyze_main_counterfactuals,python,1
analyze_counterfactuals_robustness,python,1
anesr,r,1
div_a,stata,1
e_mkt_debt02,stata,1
sim1,python,1
sim2,python,1
sim3,python,1
sim4,python,1
sim5,python,1
empirical_results,python,1
C_smoke,stata,1
C_occupother,stata,1
C_hb_occupmanag,stata,1
labels,stata,1
pci,stata,1
sim_mean_all_f,stata,1
sim_mean_all_est,stata,1
csreg,stata,1
latex2r,r,1
sentiment_complexity_scores,python,1
plot_lifecycle_mom,stata,1
/opt/gurobi/linux64/R/gurobi_9.5-1_R_4.1.1.tar.gz,r,1
escftest,stata,1
Public,stata,1
PM,stata,1
Agricultural,stata,1
density,stata,1
growth,stata,1
value,stata,1
Counties,stata,1
ever,stata,1
land,stata,1
Population,stata,1
Start,stata,1
County,stata,1
QQQ,stata,1
emo,rmarkdown,1
skfmm,python,1
filler1,stata,1
filler2,stata,1
filler3,stata,1
DPTO,stata,1
CIIU5,stata,1
NORDEN,stata,1
PEROC,stata,1
PERDUENOH,stata,1
PERDIRH,stata,1
PEREMPLH,stata,1
PERTECNH,stata,1
PERTECEH,stata,1
PEROBRH,stata,1
PERAPRENTH,stata,1
PROBRUTA,stata,1
CONINTER,stata,1
TINVACFN,stata,1
TDEPRECI,stata,1
VGASINDU,stata,1
PROTOTAL,stata,1
VALORCONSEXT,stata,1
VALORVEN,stata,1
VALORVENNAL,stata,1
VALORVENEXT,stata,1
mat_exis_ene,stata,1
prod_fab_exis_ene,stata,1
prod_aca_exis_ene,stata,1
valorcom_trans,stata,1
valorven_int,stata,1
CENERCOMP,stata,1
GENERCOMP,stata,1
CENERCON,stata,1
GENERCON,stata,1
GENERVEND,stata,1
GOTROS_ENER,stata,1
terrenos_cu,stata,1
edificios_cn,stata,1
maquinaria_cn,stata,1
eq_transp_cn,stata,1
equipo_cn,stata,1
terrenos_vrt,stata,1
edificios_vrt,stata,1
maquinaria_vrt,stata,1
eq_transp_vrt,stata,1
equipo_vrt,stata,1
terrenos_sf,stata,1
edificios_sf,stata,1
maquinaria_sf,stata,1
eq_transp_sf,stata,1
equipo_sf,stata,1
Rent_Inmueble,stata,1
Rent_Maq_Equipo,stata,1
edificios_dep,stata,1
maquinaria_dep,stata,1
eq_transp_dep,stata,1
equipo_dep,stata,1
anoper,stata,1
accesorios,stata,1
otros_ener,stata,1
servicios,stata,1
publicidad,stata,1
subcontrat,stata,1
domicilio,stata,1
honorarios,stata,1
mantenim,stata,1
seguros,stata,1
mater,stata,1
l_lab_cal,stata,1
l_maq_auto,stata,1
gest_ambi,stata,1
trans_tec_consu,stata,1
l_act_biotec,stata,1
proy_i_d,stata,1
l_tot_inv_desarrollo,stata,1
l_gasto_capacita,stata,1
l_maq_eq_inno,stata,1
l_eq_lab_inno,stata,1
intro_inno,stata,1
l_act_i_d_ext,stata,1
l_trans_tec,stata,1
tot_empleo,stata,1
l_capacitadas,stata,1
inno_prod_nuevo_mejor_inter,stata,1
inno_prod_nuevo_inter,stata,1
inno_prod_mejor_inter,stata,1
N_inno_prod,stata,1
inno_com,stata,1
pat_software,stata,1
pat_software_vig,stata,1
d_ln_realwage_FTE,stata,1
d_ln_VA_FTE,stata,1
d_lnLab_share_rev,stata,1
share_strom_insg,stata,1
ieu_ef53,stata,1
kse_ef27,stata,1
kse_ef86,stata,1
Price_Index_Invest_Bauten,stata,1
depre_rate_Buildings,stata,1
vse_ef42,stata,1
vse_ef19,stata,1
pi_hzoel_ang,stata,1
Leih_Kost_over_WB,stata,1
realwage,stata,1
KMR_nom,stata,1
verb_erdgas,stata,1
marker_existing_outcome,stata,1
max_from,stata,1
Price_Index_Invest_Sonstige,stata,1
Vorleistungsindex,stata,1
st0085_2,stata,1
products_text,python,1
purchases,python,1
purchases_race,python,1
products_model,python,1
products_model_race,python,1
product_model_purchases,python,1
product_model_purchases_race,python,1
export_stata,python,1
purchases_children,python,1
products_model_children,python,1
purchases_sons,python,1
products_model_sons,python,1
product_model_purchases_children,python,1
product_model_purchases_sons,python,1
construct_prices,python,1
NSFawards_research_woCAT_NSFAwards1620_WTSURVY,stata,1
model_2025_land,python,1
model_line,python,1
foo_0.0.1.tar.gz,r,1
templib,r,1
pkg,rmarkdown,1
PKGNAME,rmarkdown,1
myPackage,rmarkdown,1
123__slartibartfast__321,r,1
Rmtcd,r,1
YourPackage,rmarkdown,1
edit04,stata,1
adjustC,stata,1
labal,stata,1
cmrologit,stata,1
All,stata,1
_n,stata,1
std,r,1
packages/dups_0.1.0.tar.gz,r,1
packages/qval_0.0.0.9000.tar.gz,r,1
packages/trackr_0.1.0.tar.gzz,r,1
qval,r,1
dobinfo,stata,1
ageprg,stata,1
intmonth,stata,1
agelfte,stata,1
hourwage,stata,1
ethnicity,stata,1
markreapp,stata,1
markreapp2,stata,1
mbound,stata,1
lnrealynonfarm,stata,1
distribution,stata,1
thr,stata,1
bracketavg,stata,1
average,stata,1
percentiles_output,stata,1
threshold,stata,1
top_share,stata,1
bottom_share,stata,1
bracket_share,stata,1
top_average,stata,1
bottom_average,stata,1
bracket_average,stata,1
invpareto,stata,1
gini_r,stata,1
END_OF_R,stata,1
binscater,stata,1
endog_var,stata,1
exog_var,stata,1
wvar_var,stata,1
ivflag,stata,1
invZX,stata,1
ZeeZ_spatial,stata,1
ZeeZ_spatial_HAC,stata,1
generate_graph,python,1
gdb,python,1
textdoc,stata,1
g538schemes,stata,1
distict,stata,1
ws1decision_dum,stata,1
amoeba,stata,1
final_dataset_creation,python,1
adjustment_experiments,python,1
Start_Y,stata,1
Start_M,stata,1
Wave,stata,1
End_D,stata,1
Job_Hours,stata,1
msoffcrypto,python,1
panelcombine,stata,1
noobs,stata,1
conspulse,stata,1
unstack,stata,1
nlogittree,stata,1
uninstall,stata,1
parent7,stata,1
parent15,stata,1
urban,stata,1
bestjoboffer_hukou,stata,1
gkzf_1st_sd_c2,stata,1
gkzf_1st_sd_c3,stata,1
gkzf_1st_sd_c4,stata,1
cross_pro,stata,1
_prefix_saving,stata,1
svmatsv,stata,1
panelma,stata,1
sadj,stata,1
cPickle,notebook,1
queryrunner_client,notebook,1
treat,rmarkdown,1
sd_dgp,python,1
USAboundariesData,r,1
data_dir,stata,1
lower_bound,stata,1
upper_bound,stata,1
with,stata,1
sa_borrowings,stata,1
drap,stata,1
xt_iis,stata,1
oprob_funcs,python,1
moments_funcs,python,1
dm88_1,stata,1
make_lpoly_clus,stata,1
gpsbound,stata,1
employers_all_occ_1982,stata,1
employers_all_occ_1986,stata,1
employers_all_occ_1990,stata,1
employers_all_occ_1994,stata,1
employers_all_occ_2002,stata,1
employers_all_occ_2010,stata,1
employers_all_curwk_1982,stata,1
employers_all_curwk_1986,stata,1
employers_all_curwk_1990,stata,1
employers_all_curwk_1994,stata,1
employers_all_curwk_2002,stata,1
employers_all_curwk_2010,stata,1
employers_all_ind_1982,stata,1
employers_all_ind_1986,stata,1
employers_all_ind_1990,stata,1
employers_all_ind_1994,stata,1
employers_all_ind_2002,stata,1
employers_all_ind_2010,stata,1
employers_all_perstop_1982,stata,1
employers_all_perstop_1986,stata,1
employers_all_perstop_1990,stata,1
employers_all_perstop_1994,stata,1
employers_all_perstop_2002,stata,1
employers_all_perstop_2010,stata,1
employers_all_perstar_1979,stata,1
employers_all_perstar_1982,stata,1
employers_all_perstar_1986,stata,1
employers_all_perstar_1990,stata,1
employers_all_perstar_1994,stata,1
employers_all_perstar_2002,stata,1
employers_all_perstar_2010,stata,1
employers_all_stopweek_1982,stata,1
employers_all_stopweek_1986,stata,1
employers_all_stopweek_1990,stata,1
employers_all_stopweek_1994,stata,1
employers_all_stopweek_2002,stata,1
employers_all_stopweek_2010,stata,1
employers_all_startweek_1979,stata,1
employers_all_startweek_1982,stata,1
employers_all_startweek_1986,stata,1
employers_all_startweek_1990,stata,1
employers_all_startweek_1994,stata,1
employers_all_startweek_2002,stata,1
employers_all_startweek_2010,stata,1
employers_all_hoursweek_1979,stata,1
employers_all_hoursweek_1982,stata,1
employers_all_hoursweek_1986,stata,1
employers_all_hoursweek_1990,stata,1
employers_all_hoursweek_1994,stata,1
employers_all_hoursweek_2002,stata,1
employers_all_hoursweek_2010,stata,1
employers_all_whyleft_1979,stata,1
employers_all_whyleft_1982,stata,1
employers_all_whyleft_1986,stata,1
employers_all_whyleft_1990,stata,1
employers_all_whyleft_1994,stata,1
employers_all_whyleft_2002,stata,1
employers_all_whyleft_2010,stata,1
entsoe,python,1
CY,stata,1
MT,stata,1
pensionins_p,stata,1
pensionins,stata,1
occupation,stata,1
qid,stata,1
controlphat,stata,1
fee,stata,1
advamt,stata,1
_decvon,stata,1
ivregdhfe,stata,1
binscatterm,stata,1
exactt,rmarkdown,1
jobscount_1995,stata,1
circ_1995,stata,1
num_ISPs_1995,stata,1
num_ISPs_2000,stata,1
CL_entry_year_,stata,1
share_white_2000,stata,1
classif_2000,stata,1
watched_TV_dummy,stata,1
listened_radio_dummy,stata,1
wsjcom_count,stata,1
usatodaycom_count,stata,1
top3_count,stata,1
top100_count,stata,1
ihs_wsjcom_count,stata,1
ihs_usatodaycom_count,stata,1
ihs_top3_count,stata,1
ihs_top100_count,stata,1
ihs_cong_incumbent_mentions,stata,1
ihs_cong_sen_mentions,stata,1
discuss_politics_fam,stata,1
congress_mentions,stata,1
congress_prim_mentions,stata,1
president_mentions,stata,1
congressleaders_mentions,stata,1
local_mentions,stata,1
cong_incumbent_mentions,stata,1
cong_challenger_mentions,stata,1
cong_primary_mentions,stata,1
cong_general_mentions,stata,1
cong_sen_mentions,stata,1
cong_house_mentions,stata,1
accountability_mentions,stata,1
./Packages/FRD_1.0.zip,r,1
./Packages/RDHonest_0.4.1.tar.gz,r,1
dplyrr,r,1
R6testA,r,1
pkgapi,r,1
analyze_binomial_benchmark,python,1
analyze_gaussian_benchmark,python,1
analyze_binomial_two_class_benchmark,python,1
SUtools,rmarkdown,1
..notexisting..,r,1
rlanglibtest,r,1
noremotes,r,1
42xxx,r,1
my-awesome-group,r,1
test-pkg,r,1
submodule,r,1
pkgconfigtest2,r,1
pkgconfigtest1,r,1
pkgC,r,1
ivcvscore,stata,1
_egennoby,stata,1
ggsankey,r,1
doctest_nose_plugin,python,1
pycrfsuite,python,1
test_metrics,python,1
test_web,python,1
test_db,python,1
test_de,python,1
test_en,python,1
test_es,python,1
test_fr,python,1
test_it,python,1
test_nl,python,1
test_text,python,1
test_search,python,1
test_vector,python,1
test_graph,python,1
sha,python,1
Cookie,python,1
mimetools,python,1
win32event,python,1
win32service,python,1
win32serviceutil,python,1
_systemrestart,python,1
ascii85,python,1
runlength,python,1
fontmetrics,python,1
arcfour,python,1
pdfdevice,python,1
glyphlist,python,1
latin_enc,python,1
UserDict,python,1
yline,stata,1
t_eff_food0_inf1_vat0_B2_r2080,stata,1
se_rural,stata,1
permutevar,stata,1
merger_buffers,python,1
merger_coreshapes,python,1
stataids,python,1
ex_ad_it,stata,1
INLA,r,1
calculate_offers_variances_library,python,1
calculate_kas_library,python,1
Create_folders,python,1
Make_Grid,python,1
Grid_wopas,python,1
Grid_wopeatlands,python,1
Grid_Gaez,python,1
Grid_Carbon,python,1
Grid_Mun,python,1
Municipalities_Centroids,python,1
Waterways_Ports,python,1
Roads,python,1
Index_Esalq,python,1
Short_path_esalq,python,1
Fit_Cost_Model,python,1
Short_path,python,1
Raster_soy_meso,python,1
Conditional_probabilities,python,1
Grid_conditional_probabilities,python,1
Conditional_probabilities_long,python,1
Cluster_build,python,1
Grid_mapbiomas,python,1
Grid_merge,python,1
Regression_difference,python,1
Regression_level,python,1
Degradation_regeneration,python,1
matrix,r,1
flagmissing,stata,1
sss,stata,1
dop,stata,1
fig,stata,1
curve_color,stata,1
axis_color,stata,1
patch,stata,1
upper,stata,1
rhs,stata,1
alpha_star,stata,1
y_star,stata,1
gan_shadish,python,1
uninstall_asdoc,stata,1
v526,stata,1
het_block,python,1
determinacy,python,1
nk_rebates_mpc_model,python,1
jpsbeamapping,python,1
OptimizerProgress,python,1
model_class_RF,python,1
calibration_class_RF,python,1
xttest1,stata,1
HetKappa_ConflictCost,notebook,1
ConflictCost_GE_Emp,notebook,1
ConflictCost_GE_Inf,notebook,1
libpasteurize,python,1
libfuturize,python,1
blackd,python,1
isympy,python,1
latex_envs,notebook,1
_testcapi,python,1
_testbuffer,python,1
update_file,python,1
umarshal,python,1
generate_global_objects,python,1
patchcheck,python,1
untabify,python,1
Rgeogram,r,1
tempfil,stata,1
versio,stata,1
glmhdfe,stata,1
eerase,stata,1
lassoselect,stata,1
lassoinfo,stata,1
dmatrix,stata,1
format_params,python,1
ra_5ag_real_carbon_frontier,python,1
ra_1ag_real_carbon_frontier,python,1
ra_comp_5ag_1ag,python,1
download_CPI,python,1
download_CEX,python,1
load_data,python,1
klenow_willis,python,1
plh0245,stata,1
plh0246,stata,1
jl0350,stata,1
jl0352,stata,1
time_cutoff,stata,1
cohort_cutoff,stata,1
